,Datum,Einstiegskosten,Ausstiegskosten,Portfolio Transaktionskosten,Sonstige laufende Kosten,ISIN
5975,06.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DR9
5976,01.09.2018,"0,06%",-,-,"0,00%",DE000DGL6DR9
5977,17.07.2018,"0,07%",-,-,"0,00%",DE000DGL6DR9
5978,03.04.2018,"0,08%",-,-,"0,00%",DE000DGL6DR9
5979,06.03.2018,"0,08%",-,-,"0,00%",DE000DGL6DR9
5980,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DR9
5981,21.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DR9
5982,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DR9
5983,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DR9
5984,13.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DR9
5985,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DR9
5986,06.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DR9
5987,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DR9
5988,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DR9
5989,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DR9
5990,26.09.2019,"0,00%",-,-,"0,00%",DE000DGL6DS7
5991,30.07.2019,"0,01%",-,-,"0,00%",DE000DGL6DS7
5992,04.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DS7
5993,28.05.2019,"0,04%",-,-,"0,00%",DE000DGL6DS7
5994,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6DS7
5995,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
5996,13.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
5997,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DS7
5998,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
5999,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
6000,26.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
6001,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
6002,20.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DS7
6003,06.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DS7
6004,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DS7
6005,24.07.2018,"0,07%",-,-,"0,00%",DE000DGL6DS7
6006,03.04.2018,"0,07%",-,-,"0,00%",DE000DGL6DS7
6007,24.02.2018,"0,07%",-,-,"0,00%",DE000DGL6DS7
6008,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DS7
6009,19.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DS7
6010,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DS7
6011,15.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DS7
6012,13.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DS7
6013,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DS7
6014,09.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DS7
6015,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DS7
6016,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DS7
6017,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DT5
6018,30.07.2019,"0,01%",-,-,"0,00%",DE000DGL6DT5
6019,19.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DT5
6020,31.05.2019,"0,04%",-,-,"0,00%",DE000DGL6DT5
6021,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6DT5
6022,06.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DT5
6023,04.12.2018,"231,17%",-,-,"0,00%",DE000DGL6DT5
6024,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DT5
6025,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DT5
6026,09.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DT5
6027,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DT5
6028,26.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DT5
6029,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DT5
6030,20.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DT5
6031,09.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DT5
6032,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DT5
6033,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DT5
6034,07.08.2018,"0,06%",-,-,"0,00%",DE000DGL6DT5
6035,03.04.2018,"0,08%",-,-,"0,00%",DE000DGL6DT5
6036,20.02.2018,"0,08%",-,-,"0,00%",DE000DGL6DT5
6037,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DT5
6038,19.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DT5
6039,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DT5
6040,15.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DT5
6041,13.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DT5
6042,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DT5
6043,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DT5
6044,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DT5
6045,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DU3
6046,06.08.2019,"0,01%",-,-,"0,00%",DE000DGL6DU3
6047,30.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DU3
6048,31.05.2019,"0,04%",-,-,"0,00%",DE000DGL6DU3
6049,08.01.2019,"0,09%",-,-,"0,00%",DE000DGL6DU3
6050,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DU3
6051,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DU3
6052,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DU3
6053,01.11.2018,"0,10%",-,-,"0,00%",DE000DGL6DU3
6054,26.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DU3
6055,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DU3
6056,20.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DU3
6057,06.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DU3
6058,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DU3
6059,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6DU3
6060,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DU3
6061,21.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DU3
6062,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DU3
6063,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DU3
6064,13.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DU3
6065,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DU3
6066,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DU3
6067,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DU3
6068,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DV1
6069,07.08.2019,"0,01%",-,-,"0,00%",DE000DGL6DV1
6070,30.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DV1
6071,31.05.2019,"0,04%",-,-,"0,00%",DE000DGL6DV1
6072,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6DV1
6073,01.12.2018,"0,10%",-,-,"0,00%",DE000DGL6DV1
6074,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DV1
6075,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DV1
6076,01.11.2018,"0,10%",-,-,"0,00%",DE000DGL6DV1
6077,26.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DV1
6078,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DV1
6079,20.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DV1
6080,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DV1
6081,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DV1
6082,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6DV1
6083,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DV1
6084,21.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DV1
6085,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DV1
6086,15.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DV1
6087,13.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DV1
6088,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DV1
6089,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DV1
6090,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DV1
6091,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DW9
6092,12.08.2019,"0,01%",-,-,"0,00%",DE000DGL6DW9
6093,30.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DW9
6094,03.06.2019,"0,05%",-,-,"0,00%",DE000DGL6DW9
6095,08.01.2019,"0,09%",-,-,"0,00%",DE000DGL6DW9
6096,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DW9
6097,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DW9
6098,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DW9
6099,01.11.2018,"0,10%",-,-,"0,00%",DE000DGL6DW9
6100,26.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DW9
6101,23.10.2018,"0,10%",-,-,"0,00%",DE000DGL6DW9
6102,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DW9
6103,06.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DW9
6104,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DW9
6105,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6DW9
6106,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DW9
6107,21.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DW9
6108,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DW9
6109,15.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DW9
6110,15.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DW9
6111,13.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DW9
6112,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DW9
6113,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DW9
6114,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DW9
6115,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DX7
6116,27.08.2019,"0,01%",-,-,"0,00%",DE000DGL6DX7
6117,30.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DX7
6118,06.06.2019,"0,04%",-,-,"0,00%",DE000DGL6DX7
6119,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6DX7
6120,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DX7
6121,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DX7
6122,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DX7
6123,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DX7
6124,26.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DX7
6125,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DX7
6126,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DX7
6127,06.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DX7
6128,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DX7
6129,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6DX7
6130,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DX7
6131,21.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DX7
6132,16.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DX7
6133,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DX7
6134,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DX7
6135,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DX7
6136,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DX7
6137,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DX7
6138,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DY5
6139,03.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DY5
6140,30.07.2019,"0,00%",-,-,"0,00%",DE000DGL6DY5
6141,06.06.2019,"0,04%",-,-,"0,00%",DE000DGL6DY5
6142,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6DY5
6143,01.12.2018,"0,10%",-,-,"0,00%",DE000DGL6DY5
6144,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DY5
6145,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DY5
6146,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DY5
6147,26.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DY5
6148,23.10.2018,"0,10%",-,-,"0,00%",DE000DGL6DY5
6149,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DY5
6150,06.10.2018,"0,07%",-,-,"0,00%",DE000DGL6DY5
6151,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DY5
6152,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6DY5
6153,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DY5
6154,19.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DY5
6155,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DY5
6156,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DY5
6157,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DY5
6158,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DY5
6159,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DY5
6160,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DY5
6161,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DZ2
6162,11.09.2019,"0,01%",-,-,"0,00%",DE000DGL6DZ2
6163,30.07.2019,"0,01%",-,-,"0,00%",DE000DGL6DZ2
6164,06.06.2019,"0,05%",-,-,"0,00%",DE000DGL6DZ2
6165,08.01.2019,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6166,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6167,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6DZ2
6168,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6169,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6170,26.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6171,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6172,20.10.2018,"0,09%",-,-,"0,00%",DE000DGL6DZ2
6173,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6DZ2
6174,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6DZ2
6175,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6DZ2
6176,09.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DZ2
6177,07.02.2018,"71,35%",-,-,"0,00%",DE000DGL6DZ2
6178,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6DZ2
6179,21.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DZ2
6180,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DZ2
6181,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DZ2
6182,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DZ2
6183,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6DZ2
6184,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DZ2
6185,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6DZ2
6186,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6EA3
6187,27.08.2019,"0,02%",-,-,"0,00%",DE000DGL6EA3
6188,30.07.2019,"0,02%",-,-,"0,00%",DE000DGL6EA3
6189,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6EA3
6190,01.12.2018,"0,08%",-,-,"0,00%",DE000DGL6EA3
6191,10.11.2018,"0,07%",-,-,"0,00%",DE000DGL6EA3
6192,09.11.2018,"0,08%",-,-,"0,00%",DE000DGL6EA3
6193,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6EA3
6194,26.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EA3
6195,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6EA3
6196,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EA3
6197,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EA3
6198,01.09.2018,"0,08%",-,-,"0,00%",DE000DGL6EA3
6199,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6EA3
6200,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6EA3
6201,19.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EA3
6202,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EA3
6203,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EA3
6204,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EA3
6205,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6EA3
6206,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EA3
6207,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EA3
6208,26.09.2019,"0,02%",-,-,"0,00%",DE000DGL6EB1
6209,07.09.2019,"0,01%",-,-,"0,00%",DE000DGL6EB1
6210,30.07.2019,"0,01%",-,-,"0,00%",DE000DGL6EB1
6211,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6EB1
6212,01.12.2018,"0,08%",-,-,"0,00%",DE000DGL6EB1
6213,10.11.2018,"0,07%",-,-,"0,00%",DE000DGL6EB1
6214,09.11.2018,"0,08%",-,-,"0,00%",DE000DGL6EB1
6215,01.11.2018,"0,09%",-,-,"0,00%",DE000DGL6EB1
6216,26.10.2018,"0,07%",-,-,"0,00%",DE000DGL6EB1
6217,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6EB1
6218,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EB1
6219,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EB1
6220,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6EB1
6221,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6EB1
6222,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6EB1
6223,21.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EB1
6224,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EB1
6225,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EB1
6226,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EB1
6227,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6EB1
6228,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EB1
6229,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EB1
6230,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6EC9
6231,11.09.2019,"0,01%",-,-,"0,00%",DE000DGL6EC9
6232,30.07.2019,"0,01%",-,-,"0,00%",DE000DGL6EC9
6233,02.07.2019,"0,03%",-,-,"0,00%",DE000DGL6EC9
6234,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6EC9
6235,01.12.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6236,10.11.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6237,09.11.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6238,01.11.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6239,26.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6240,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6EC9
6241,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6242,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6243,01.09.2018,"0,08%",-,-,"0,00%",DE000DGL6EC9
6244,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6EC9
6245,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6EC9
6246,21.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EC9
6247,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EC9
6248,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EC9
6249,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EC9
6250,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6EC9
6251,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EC9
6252,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EC9
6253,26.09.2019,"0,01%",-,-,"0,00%",DE000DGL6ED7
6254,25.09.2019,"0,01%",-,-,"0,00%",DE000DGL6ED7
6255,30.07.2019,"0,02%",-,-,"0,00%",DE000DGL6ED7
6256,21.06.2019,"0,02%",-,-,"0,00%",DE000DGL6ED7
6257,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6ED7
6258,01.12.2018,"0,08%",-,-,"0,00%",DE000DGL6ED7
6259,10.11.2018,"0,07%",-,-,"0,00%",DE000DGL6ED7
6260,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6ED7
6261,01.11.2018,"0,08%",-,-,"0,00%",DE000DGL6ED7
6262,26.10.2018,"0,08%",-,-,"0,00%",DE000DGL6ED7
6263,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6ED7
6264,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6ED7
6265,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6ED7
6266,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6ED7
6267,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6ED7
6268,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6ED7
6269,21.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6270,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6271,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6272,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6273,10.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6274,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6275,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6ED7
6276,05.10.2019,"0,01%",-,-,"0,00%",DE000DGL6EE5
6277,26.09.2019,"0,02%",-,-,"0,00%",DE000DGL6EE5
6278,30.07.2019,"0,01%",-,-,"0,00%",DE000DGL6EE5
6279,25.03.2019,"0,05%",-,-,"0,00%",DE000DGL6EE5
6280,12.02.2019,"0,07%",-,-,"0,00%",DE000DGL6EE5
6281,08.01.2019,"0,10%",-,-,"0,00%",DE000DGL6EE5
6282,01.12.2018,"0,09%",-,-,"0,00%",DE000DGL6EE5
6283,10.11.2018,"0,07%",-,-,"0,00%",DE000DGL6EE5
6284,09.11.2018,"0,09%",-,-,"0,00%",DE000DGL6EE5
6285,01.11.2018,"0,08%",-,-,"0,00%",DE000DGL6EE5
6286,26.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EE5
6287,23.10.2018,"0,09%",-,-,"0,00%",DE000DGL6EE5
6288,20.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EE5
6289,06.10.2018,"0,08%",-,-,"0,00%",DE000DGL6EE5
6290,01.09.2018,"0,07%",-,-,"0,00%",DE000DGL6EE5
6291,03.04.2018,"0,04%",-,-,"0,00%",DE000DGL6EE5
6292,06.02.2018,"0,04%",-,-,"0,00%",DE000DGL6EE5
6293,21.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6294,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6295,16.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6296,15.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6297,13.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6298,10.01.2018,"0,05%",-,-,"0,00%",DE000DGL6EE5
6299,09.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6300,04.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6301,03.01.2018,"0,06%",-,-,"0,00%",DE000DGL6EE5
6302,08.10.2019,"0,01%",-,-,"0,00%",DE000DGL6EF2
6303,26.09.2019,"0,02%",-,-,"0,00%",DE000DGL6EF2
6304,30.07.2019,"0,02%",-,-,"0,00%",DE000DGL6EF2
6305,09.04.2019,"0,04%",-,-,"0,00%",DE000DGL6EF2
